OriginalText,15%_ErrorInducedText,Percentage_ErrorInduced_15%,AverageErrorPerWord_15%,25%_ErrorInducedText,Percentage_ErrorInduced_25%,AverageErrorPerWord_25%,35%_ErrorInducedText,Percentage_ErrorInduced_35%,AverageErrorPerWord_35%,50%_ErrorInducedText,Percentage_ErrorInduced_50%,AverageErrorPerWord_50%
ఫిర్యాదు చేసిన బాధితురాలికి ముగ్గురు పిల్లలు ఉన్నారు,ఫిర్యాదు చీసిన బోధితురౌలేకి మృగ్గురు పిల్గలౄ ఉన్నారు,0.13,1.17,ఫేర్వొదృ చౌసిన బాధితురెలైకె మృగ్లూరు పిల్లలు ఉన్పొరు,0.25,2.17,ఫెర్యెదృ చేసేన బౌధేతౄరెలీకె మృగ్గౄరు పెల్గలూ ఉన్పౌరౄ,0.35,3.0,ఫైర్వౌదూ చీసైన బౌధైతౄరౌలైకై మృగ్ఠౄరృ పీల్ధలౄ ఉన్వెరృ,0.42,3.67
ఆయన పూర్తిగా మారిపోయారు,ఆయన పౄర్తిగా మారెపోయేరు,0.13,1.0,ఆయన పుర్తిగా మోరైపోయేరృ,0.22,1.67,ఆయన పౄర్లీగే మెరిపొయొరూ,0.35,2.67,ఆయన పౄర్లీగో మోరేపౌయొరృ,0.39,3.0
దీనికి ఐసీసీ తన ట్విట్టర్లో స్టంప్స్ వెనుక ధోని ఉన్నాడంటే ఎప్పుడూ క్రీజ్ను వీడొద్దు అని ట్వీట్ చేసింది,దీనైకి ఐసిసి తన ట్వెట్టర్లౌ స్టంప్వ్ వెనుక ధానే ఉన్నాడంటో ఎప్పూడు క్రేజ్ను వీడొద్ ృ అని ట్విట్ చేసింది,0.15,2.07,దినెకె ఐసిసే తన ట్వైట్టర్ధా స్టంప్వ్ వొనౄక ధౌనీ ఉన్పొడంటే ఎప్పౄడు క్రిజ్ను వేడాద్దూ అని ట్వేట్ చౌసెందై,0.25,1.79,దేనేకీ ఐసేసి తన ట్పైట్టర్గే స్టంప్ప్ వొనృక ధానీ ఉన్వోడంటీ ఎప్యూడౄ క్రేజ్పృ వేడెద్ధౄ అనీ ట్చిట్ చీసేందె,0.32,2.36,దినెకే ఐసిసే తన ట్చైట్టర్గౌ స్టంప్వ్ వొనౄక ధానె ఉన్వెడంటి ఎప్యూడు క్రేజ్వౄ వేడోద్ధూ అనై ట్పేట్ చౌసీందె,0.32,2.36
కూతురిపై తండ్రి అత్యాచారం,కుతృరిపై తండ్రె అత్యాచారం,0.12,1.0,కుతృరిపై తండ్రే అత్వొచొరం,0.24,2.0,కౄతృరైపి తండ్రే అత్వౌచేరం,0.32,2.67,కుతృరేపె తండ్రే అత్వెచెరం,0.32,2.67
నెక్సాన్ ఏఎమ్టితో పాటు టాటా మోటార్స్ ఇమ్యాజినేటర్ అనే కార్ కస్టమైజేషన్ ఫ్లాట్ఫామ్ను ప్రవేశపెట్టింది,నెక్చాన్ ఏఎమ్టితా పోటు టాటా మోటౌర్స్ ఇమ్యౌజెనేటర్ అనే కెర్ కస్టమైజిషన్ ఫ్గాట్ఫొమ్వృ ప్రవోశపెట్టిందీ,0.14,1.27,నాక్నేన్ ఏఎమ్టెతా పొటౄ టేటొ మౌటొర్న్ ఇమ్వొజేనిటర్ అనే కార్ కస్టమెజిషన్ ఫ్లాట్ఫామ్వూ ప్రవోశపాట్టెందై,0.24,2.18,నొక్వొన్ ఏఎమ్టీతా పౌటృ టెటో మాటెర్న్ ఇమ్వేజెనౌటర్ అనౌ కౌర్ కస్టమిజీషన్ ఫ్తొట్ఫౌమ్వృ ప్రవెశపొట్టేందే,0.29,2.64,నాక్చోన్ ఏఎమ్టెతే పెటౄ టోటె మౌటేర్చ్ ఇమ్వేజైనోటర్ అనీ కేర్ కస్టమిజెషన్ ఫ్గెట్ఫొమ్వౄ ప్రవీశపిట్టెందె,0.29,2.64
రాహుల్ గాంధీ ఇస్లాం పాలకులకు వత్తాసు పలుకుతున్నాడని బీజేపీ నేత జివిఎల్ నరసింహారావు ఆరోపించారు,రాహుల్ గాంధీ ఇస్తాం పొలకులకు వత్లాసౄ పలుకుతూన్నాడని బేజేపీ నిత జెవేఎల్ నరసైంహారావూ ఆరోపించౌరృ,0.14,1.18,రౌహౄల్ గొంధే ఇస్తేం పేలకౄలకూ వత్తాసు పలూకుతౄన్వేడని బేజోపే నౌత జివెఎల్ నరసైంహౌరెవూ ఆరౌపించారు,0.25,2.09,రౌహౄల్ గేంధే ఇస్గొం పోలకృలకూ వత్లేసౄ పలూకూతృన్వౌడనై బిజోపే నౌత జీవీఎల్ నరసెంహెరెవూ ఆరౌపేంచెరూ,0.34,2.91,రొహృల్ గోంధి ఇస్ధొం పెలకూలకూ వత్లోసూ పలౄకూతృన్పొడనె బిజోపి నౌత జైవేఎల్ నరసీంహోరొవృ ఆరౌపీంచౌరృ,0.34,2.91
రామేశ్వరరావు ఫిబ్రవరి వ తేదీన మద్రాసులో జన్మించాడు,రెమేశ్పరరావు ఫిబ్రవరై వ తేదీన మద్రోసులే జన్మీంచేడు,0.14,1.17,రొమీశ్వరరోవూ ఫిబ్రవరీ వ తీదిన మద్రేసృలే జన్మించౌడౄ,0.24,2.0,రొమౌశ్చరరెవూ ఫైబ్రవరె వ తోదిన మద్రేసూలౌ జన్శేంచొడూ,0.32,2.67,రేమోశ్పరరోవృ ఫైబ్రవరె వ తీదేన మద్రెసౄలే జన్శెంచొడృ,0.32,2.67
అయినా ఏదో వెలితిగా అనిపించేది,అయేనా ఏదో వెలితైగొ అనేపించేది,0.14,1.0,అయేనా ఏదే వాలెతిగో అనిపెంచెది,0.24,1.75,అయీనొ ఏదా వొలీతేగొ అనీపేంచేదే,0.34,2.5,అయీనో ఏదా వొలేతైగె అనైపైంచోదీ,0.38,2.75
రెండూ ఒకటి కావు,రెండూ ఒకటి కెవృ,0.13,0.67,రొండౄ ఒకటే కావు,0.2,1.0,రొండౄ ఒకటే కెవౄ,0.33,1.67,రాండు ఒకటే కౌవౄ,0.33,1.67
ఈ ప్రాజెక్టు నిర్మాణానికి రాష్ట్ర ప్రభుత్వం సుమారు కోట్ల రూపాయల నిధులు వ్యయం చేసిందని తెలిపారు,ఈ ప్రాజెక్టృ నెర్శాణోనికే రాష్ట్ర ప్రభుత్పం సుమెరౄ కోట్ల రూపెయల నిధృలృ వ్యయం చౌసిందని తిలైపారు,0.15,1.17,ఈ ప్రౌజెక్టు నేర్శోణెనికై రొష్ట్ర ప్రభుత్చం సూమొరృ కౌట్త రౄపాయల నీధౄలు వ్యయం చీసైందనె తొలెపోరౄ,0.24,1.92,ఈ ప్రేజిక్టృ నేర్శౌణోనైకే రేష్ట్ర ప్రభూత్యం సృమొరౄ కాట్ధ రుపేయల నీధూలౄ వ్వయం చెసైందనీ తాలెపెరౄ,0.32,2.5,ఈ ప్రేజొక్టౄ నైర్శోణేనీకె రేష్ట్ర ప్రభౄత్యం సృమొరూ కేట్గ రుపొయల నేధృలూ వ్వయం చిసెందనై తిలైపోరృ,0.32,2.5
హెచ్ ఎస్ఎక్స్ మరియు ఎస్ఎక్స్ ఎస్ఇ మోటార్ సైకిళ్ల మీద దేశవ్యాప్తంగా ఉన్న కవాసకి డీలర్ల వద్ద ఇప్పటికే బుకింగ్స్ ప్రారంభమయ్యాయి,హెచ్ ఎస్ఎక్చ్ మరేయు ఎస్ఎక్స్ ఎస్ఇ మేటొర్ సైకిళ్ధ మిద దౌశవ్యాప్తంగా ఉన్వ కవాసకే డీలర్ధ వద్డ ఇప్పటేకే బూకింగ్చ్ ప్రోరంభమయ్వెయే,0.15,1.12,హిచ్ ఎస్ఎక్చ్ మరేయౄ ఎస్ఎక్స్ ఎస్ఇ మేటెర్ సెకెళ్త మిద దౌశవ్వౌప్లంగౌ ఉన్వ కవోసకై డిలర్గ వద్  ఇప్యటీకె బృకెంగ్న్ ప్రెరంభమయ్వేయీ,0.25,3.12,హిచ్ ఎస్ఎక్న్ మరేయూ ఎస్ఎక్న్ ఎస్ఇ మౌటౌర్ సెకైళ్ధ మేద దెశవ్వెప్లంగొ ఉన్వ కవెసకే డేలర్గ వద్డ ఇప్యటేకో బౄకెంగ్వ్ ప్రోరంభమయ్వౌయీ,0.26,2.0,హాచ్ ఎస్ఎక్న్ మరైయూ ఎస్ఎక్ప్ ఎస్ఇ మాటోర్ సికెళ్గ మిద దోశవ్వౌప్లంగో ఉన్వ కవేసకే డిలర్గ వద్  ఇప్యటేకె బూకేంగ్ప్ ప్రొరంభమయ్వేయె,0.26,3.19
