OriginalText,15%_ErrorInducedText,Percentage_ErrorInduced_15%,AverageErrorPerWord_15%,25%_ErrorInducedText,Percentage_ErrorInduced_25%,AverageErrorPerWord_25%,35%_ErrorInducedText,Percentage_ErrorInduced_35%,AverageErrorPerWord_35%,50%_ErrorInducedText,Percentage_ErrorInduced_50%,AverageErrorPerWord_50%
నిరంతర పోలిక పద్ధతి,నిరంతర పోలిక షల్ధతి,0.11,0.67,నిరంచల పోలిక పథ్ధచి,0.21,1.33,పిరంచగ సోదిక సద్ధతి,0.32,2.0,పిలంచగ వోదిక సడ్ధచి,0.47,3.0
అభిమానులు మాత్రం బాగా ఎంజారు చేసి ఉంటారు,అభియాపులు యాచ్రం బారా ఎంజారు తేసి ఉంటారు,0.15,1.0,అభియాపుదు యాత్రం భారా ఎంఙాగు తేపి ఉంటారు,0.25,1.67,అబియాపుదు యాచ్రం భారా ఎంఙాగు తేపి ఉంటాలు,0.33,2.17,అబియాపుదు యాచ్రం భారా ఎంఙాలు తేపి ఉంటాలు,0.33,2.17
మనలో పాలకూరను చాలామంది ఇష్టపడుతారు,యనదో పాదకూగను చాలామంది ఇష్టపడుతాగు,0.15,1.25,మపలో షాదకూరపు తాలామంది ఇష్టపదుచాగు,0.24,2.0,యపదో వాదకూరను తాలాయంది ఇష్టఫతుచాగు,0.32,2.75,యపదో వాదకూలపు తాదాయంలి ఇష్టనదుచాగు,0.44,3.75
రోజు రోజుకు పెరుగుతున్న బంగారం వెండి ధరలు,లోజు రోజుకు పెరుగుచుప్న భంగారం పెండి ధరదు,0.15,1.0,లోజు గోఙుకు నెరురుచుప్న బంరాగం వెండి ధగలు,0.24,1.67,లోఙు రోఙుకు సెగురుచున్న భంరాగం పెంది దరదు,0.34,2.33,గోఙు గోఙుకు సెలురుచుప్న భంరాగం పెంతి దగదు,0.41,2.83
మహిళను కాపాడిన పోలీసులను సైబరాబాద్ పోలీస్ కమిషనర్ విసి సజ్జనార్ అభినందించారు,మహిళను కాపాఢిన పోదీసులను పైబరాబాద్ సోదీప్ కయిషనల్ విపి పజ్జనార్ అభినందింతారు,0.14,1.22,యహిళను కాపాఢిన పోదీపులను పైభరాబాద్ వోదీప్ కయిషపర్ షిపి పఙ్జపాగ్ అభిపందించాలు,0.25,2.11,యహిళను కాఫాఢిప వోదీపుదను పైభలాభాద్ పోదీప్ కయిషపల్ షిపి పజ్జపాగ్ అభిపంలింతాగు,0.34,2.89,యహిళపు కావాతిప సోదీపుదపు పైభలాభాడ్ నోదీప్ కయిషపగ్ పిపి పఙ్జపాల్ అబిపంధింతాగు,0.42,3.56
దీంతో విమానం మధ్యకు విరిగిపోయి రెండు ముక్కలైంది,థీంతో పిమాపం మధ్యకు షిలిగిపోయి లెండు యుక్కలైంది,0.15,1.17,లీంచో పిమానం యద్యకు విరిరిపోయి గెంఢు యుక్కదైంధి,0.23,1.83,ధీంచో పియాపం యద్యకు షిలిరిఫోయి లెంఢు యుక్కదైంలి,0.34,2.67,లీంచో పియాపం యద్యకు పిలిరినోయి గెందు యుక్కదైంథి,0.34,2.67
ప్రజలకు ఇచ్చిన ప్రతి హామీనీ బీజేపీ నిలబెట్టుకుందని ఆయన స్పష్టం చేశారు,ప్రఙదకు ఇత్చిప న్రతి హామీపీ బీఙేవీ నిలభెట్టుకుందని ఆయన స్పష్టం తేశారు,0.14,1.11,న్రఙదకు ఇత్చిప వ్రచి హామీపీ భీజేసీ నిదభెట్టుకుండని ఆయప ప్పష్టం తేశాగు,0.25,1.89,స్రఙదకు ఇత్చిప న్రచి హాయీపీ భీఙేషీ పిదభెట్టుకుంథపి ఆమప ప్పష్టం తేశాలు,0.32,2.44,ఫ్రఙదకు ఇత్చిప వ్రచి హాయీపీ భీఙేనీ పిదభెట్టుకుండపి ఆమప ప్పష్టం తేశాలు,0.32,2.44
ప్రతి ఒక్కరిలోనూ ఇదే భయం,ఫ్రచి ఒక్కరిలోపూ ఇదే భయం,0.12,0.75,ప్రచి ఒక్కలిదోపూ ఇలే భమం,0.25,1.5,న్రచి ఒక్కలిదోపూ ఇలే బమం,0.33,2.0,ష్రచి ఒక్కగిదోపూ ఇధే బమం,0.33,2.0
పన్నెండో తరగతిలో ఉన్న నేనే,పన్నెంఢో తరరచిలో ఉన్న నేనే,0.12,0.75,వన్నెందో తగగతిదో ఉన్న పేపే,0.23,1.5,షప్నెంఢో చలగచిదో ఉన్న పేపే,0.35,2.25,వప్నెంఢో చలరచిదో ఉప్న పేపే,0.42,2.75
ఎందుకా అప్రస్తుత టాపిక్,ఎంధుకా అప్రప్తుత టావిక్,0.13,1.0,ఎంలుకా అస్రప్తుచ టాషిక్,0.22,1.67,ఎంథుకా అవ్రప్తుచ టావిక్,0.22,1.67,ఎండుకా అఫ్రప్తుచ టాసిక్,0.22,1.67
అదే ఆమెను ఆందోళనకు గురిచేసింది,అలే ఆయెను ఆంధోళనకు గురితేసింది,0.13,1.0,అథే ఆయెను ఆందోళపకు రులితేపింది,0.23,1.75,అలే ఆయెపు ఆండోళపకు రుగితేపింధి,0.33,2.5,అధే ఆయెపు ఆంలోళపకు రుగితేపింధి,0.33,2.5
ఎవ్వరూ వినలేదనుకొండి,ఎవ్వలూ పినలేదపుకొండి,0.15,1.5,ఎవ్వరూ షిపదేథపుకొండి,0.25,2.5,ఎప్వలూ విపదేథపుకొంతి,0.35,3.5,ఎష్వలూ పిపదేలపుకొంతి,0.4,4.0
వెతుకులాట ఫలితాలు,వెతుకులాట ఫలిచాదు,0.12,1.0,వెచుకుదాట ఫదితాదు,0.24,2.0,పెతుకుదాట ఫదిచాదు,0.29,2.5,పెచుకుదాట పదిచాదు,0.41,3.5
మహారాష్ట్ర సీఎంగా బాధ్యతలు తీసుకున్నాక ఉద్ధవ్ ఠాక్రే పీఎంతో భేటీ కావడం ఇది రెండోసారి,యహాలాష్ట్ర పీఎంగా బాధ్యచదు చీపుకుప్నాక ఉల్ధవ్ ఠాక్రే పీఎంతో భేటీ కావడం ఇది గెందోపారి,0.14,1.09,యహాలాష్ట్ర పీఎంరా భాద్యచదు చీపుకుప్నాక ఉథ్ధప్ ఠాక్రే షీఎంచో బేటీ కాషడం ఇధి గెంఢోపారి,0.25,1.91,యహాగాష్ట్ర పీఎంరా భాద్యచదు చీపుకుప్నాక ఉడ్ధష్ ఠాక్రే వీఎంచో బేటీ కాపతం ఇథి లెంతోపాలి,0.27,2.09,యహాలాష్ట్ర పీఎంరా భాద్యచదు చీపుకుప్నాక ఉల్ధష్ ఠాక్రే షీఎంచో బేటీ కాపదం ఇడి లెందోపాగి,0.27,2.09
ఆన్లైన్లోనే వీటిని కొనుగోలు చేయవచ్చు,ఆన్లైన్లోపే షీటిపి కొనుగోదు తేయవచ్చు,0.14,1.25,ఆప్లైన్లోపే పీటిపి కొపురోదు చేయషత్చు,0.25,2.25,ఆప్లైప్లోపే షీటిపి కొపురోదు తేమపత్చు,0.33,3.0,ఆప్లైప్లోపే షీటిపి కొపురోదు తేమపత్చు,0.33,3.0
